Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0200     6141294031233918598905856.0000 1380629.4271 6141294031233918598905856.0000  475111880432420242264686592.0
0.0210     6117255769427280626974720.0000 7595571516.1739 6117255769427273110781952.0000  473252196836227513556402176.0
0.0220     24848162662299043262103552.0000 3011011001715.9409 24848162662296032490029056.0000  1922340345166979553778728960.0
0.0230     80867834509868114991120384.0000 1367921.3185 80867834509868114991120384.0000  6256217130310816530480234496.0
0.0240     80550722395260975331672064.0000 939197789.4766 80550722395260975331672064.0000  6231684233446955823658958848.0
0.0250     80234854728358317137068032.0000 2524611.1516 80234854728358317137068032.0000  6207247611388694656536543232.0
0.0260     79920224291752510429855744.0000    7307.3780 79920224291752510429855744.0000  6182906705772256956463972352.0
0.0270     79618504199950168091525120.0000 99795863626.1719 79618504199950065012310016.0000  6159564589363005640667037696.0
0.0280     79341228727373794243510272.0000 1324493.4133 79341228727373794243510272.0000  6138113593774208999862829056.0
0.0290     79030102528077011699630080.0000 3992863.3887 79030102528077011699630080.0000  6114043788152154289778720768.0
0.0300     78720191200752891414446080.0000 611097502.4519 78720191200752891414446080.0000  6090067969254147964234891264.0
0.0310     78411495438661484843892736.0000 14964810.4871 78411495438661484843892736.0000  6066186190713200644307550208.0
0.0320     78104014995981335233822720.0000  175091.6416 78104014995981335233822720.0000  6042398433511709515727241216.0
0.0330     77797740367300932877156352.0000 3445825.5145 77797740367300932877156352.0000  6018703962277958067953860608.0
0.0340     77492666754324372786249728.0000 3790715.8091 77492666754324372786249728.0000  5995102405799072447114248192.0
0.0350     77188789447328747394957312.0000  658762.5682 77188789447328747394957312.0000  5971593399714499090867814400.0
0.0360     542617428819597939450203602944.0000 344972011231390.3750 542617428819597587606482714624.0000  41978772820633960850214627573760.0
0.0370     2163854851550451958583979409408.0000     283.7495 2163854851550451958583979409408.0000  167403342402153124153293822492672.0
0.0380     2155369579170847172550813810688.0000 1337033.1379 2155369579170847172550813810688.0000  166746892198702203951651315777536.0
0.0390     2146917580671561081940500021248.0000    1234.5167 2146917580671561081940500021248.0000  166093016178439247191617092714496.0
0.0400     2138498725573444532096246743040.0000   96204.4860 2138498725573444532096246743040.0000  165441704247043174751462223773696.0
0.0410     2130112883909007670051382231040.0000  317841.1540 2130112883909007670051382231040.0000  164792946349776593872688884219904.0
0.0420     2121759926220408805820756656128.0000    3743.7219 2121759926220408805820756656128.0000  164146732471330333900893524590592.0
0.0430     2113439723557457628915956711424.0000  170247.6050 2113439723557457628915956711424.0000  163503052635668810688961477345280.0
0.0440     2105152147475627713534751670272.0000  821090.8610 2105152147475627713534751670272.0000  162861896905876507892969151397888.0
0.0450     2096897070034069868175469576192.0000   10273.5221 2096897070034069868175469576192.0000  162223255384003989893724980117504.0
0.0460     2088674363793638714575278833664.0000    6021.2907 2088674363793638714575278833664.0000  161587118210915463956582184779776.0
0.0470     2080483901814920674023353352192.0000  425602.8214 2080483901814920674023353352192.0000  160953475566136072175273895788544.0
0.0480     2072325557656287004946964938752.0000 1002257.8565 2072325557656287004946964938752.0000  160322317667701345143569411735552.0
0.0490     2064199205371922915124555284480.0000   48244.2494 2064199205371922915124555284480.0000  159693634772004728086289943887872.0
0.0500     2056104719509899176620291260416.0000  105249.8486 2056104719509899176620291260416.0000  159067417173648331567657557950464.0
0.0510     2048041975110231637294621655040.0000    3785.5359 2048041975110231637294621655040.0000  158443655205292889566109698621440.0
0.0520     2040010847702944391489531150336.0000    3776.9381 2040010847702944391489531150336.0000  157822339237507843649903280521216.0
0.0530     2032011213306154905761977729024.0000 43282590.2281 2032011213306154905761977729024.0000  157203459678623282635765255766016.0
0.0540     2024042948424168433291561533440.0000 6787588.7578 2024042948424168433291561533440.0000  156587006974582404665099956518912.0
0.0550     2016105930045560606339171876864.0000 5446987.0945 2016105930045560606339171876864.0000  155972971608793312747451586707456.0
0.0560     2008200035641269317379865706496.0000 7024993.2943 2008200035641269317379865706496.0000  155361344101981332721523488718848.0
0.0570     2000325143162719532808021213184.0000  491831.6784 2000325143162719532808021213184.0000  154752115012043871246387247054848.0
0.0580     1992481131039932344043795644416.0000   31355.5032 1992481131039932344043795644416.0000  154145274933904301015172279959552.0
0.0590     1984667878179658506962556944384.0000 2880242.9007 1984667878179658506962556944384.0000  153540814499367377192628737015808.0
0.0600     1976885263963486367101434724352.0000  901755.7459 1976885263963486367101434724352.0000  152938724376972978513629014917120.0
0.0610     1969133168246003828061399678976.0000 5738701.2985 1969133168246003828061399678976.0000  152338995271853865592536887721984.0
0.0620     1961411471352933579786555490304.0000    1042.4157 1961411471352933579786555490304.0000  151741617925591439634342084608000.0
0.0630     1953720054081803009008710189056.0000 2011354753.8684 1953720054081803009008710189056.0000  151146583116267551844773560057856.0
0.0640     1946058797697461428768282247168.0000 2277950.1139 1946058797697461428768282247168.0000  150553881658117672215796437221376.0
0.0650     1938427837186356202286536982528.0000 412941216815.9388 1938427837186356202286536982528.0000  149963523994163214318344605794304.0
0.0660     1930827516753293164880139911168.0000 380415976711.6526 1930827516753293164880139911168.0000  149375536753285911155264186220544.0
0.0670     1923256664528663222225310056448.0000 561967528.4062 1923256664528663222225310056448.0000  148789829275574206682872070275072.0
0.0680     1915714866315279085975990435840.0000   71700.8923 1915714866315279085975990435840.0000  148206369517292156934968458608640.0
0.0690     1908202642271838325008565796864.0000   50176.8520 1908202642271838325008565796864.0000  147625197719726934895723177574400.0
0.0700     1900719876427563879938155085824.0000    7125.0255 1900719876427563879938155085824.0000  147046304910975617399712657702912.0
0.0710     1893266453265993940489664987136.0000   18230.2994 1893266453265993940489664987136.0000  146469682154282669810205363011584.0
0.0720     1885842257723666331456644317184.0000   38266.7841 1885842257723666331456644317184.0000  145895320547938182681981727277056.0
0.0730     1878447175188306095326244110336.0000   21688.0785 1878447175188306095326244110336.0000  145323211225137683712133365235712.0
0.0740     1871081091497087947247982739456.0000  150400.4767 1871081091497087947247982739456.0000  144753345353847678269588299055104.0
0.0750     1863743892934855945806051016704.0000  120267.5863 1863743892934855945806051016704.0000  144185714136667929318505968566272.0
0.0760     1856435466407933446713212141568.0000 14374989413.0036 1856435466407933446713212141568.0000  143620308824277980926506887544832.0
0.0770     1849155699264453684526716026880.0000  460124.2611 1849155699264453684526716026880.0000  143057120701537356461147401748480.0
0.0780     1841904478245947956569281921024.0000  729347.3534 1841904478245947956569281921024.0000  142496141006376738107293586948096.0
0.0790     2528617686743236586761320686157824.0000 17012545156906600.0000 2528617686743236586761320686157824.0000  195622664854213674108859247765749760.0
0.0800     10079219550632496534819077093326848.0000 17184925.8054 10079219550632496534819077093326848.0000  779763504179599523292243945970466816.0
0.0810     10039695215994399618811414276210688.0000  149573.7278 10039695215994399618811414276210688.0000  776705764091396477680622461840785408.0
0.0820     10000325870839436667525889957822464.0000 2861682.3757 10000325870839436667525889957822464.0000  773660014529034306833950419594510336.0
0.0830     9961110907396733186786942227841024.0000  252640.6444 9961110907396733186786942227841024.0000  770626208473243271480818152851374080.0
0.0840     9922049720278683288196080543465472.0000  247738.8316 9922049720278683288196080543465472.0000  767604299089130757827926629426397184.0
0.0850     9883141706471644459668203867471872.0000    4958.1916 9883141706471644459668203867471872.0000  764594239725463035132833496228167680.0
0.0860     9844386265326620806752872737800192.0000    5424.4336 9844386265326620806752872737800192.0000  761595983913943028779979202893971456.0
0.0870     9805782798549973964071691901468672.0000 273808805.6543 9805782798549973964071691901468672.0000  758609485368492668149243405393723392.0
0.0880     9767330710194181276537381829214208.0000 86893481.6878 9767330710194181276537381829214208.0000  755634697984537448093790214780092416.0
0.0890     9729029406648666614627640461492224.0000   26672.9002 9729029406648666614627640461492224.0000  752671575838297188523922212347969536.0
0.0900     16956723571297651523584.0000  215570.5933 16956723571297651523584.0000  1311831151701635721330688.0
0.0910     16890227457247194120192.0000  725396.1803 16890227457247194120192.0000  1306686780885439065620480.0
0.0920     16823992107565907443712.0000  938272.1507 16823992107565907443712.0000  1301562583708406592307200.0
0.0930     1619037775012290514386944.0000 967428471604.0065 1619037775011323073003520.0000  125254397178276408394252288.0
0.0940     6406954226820663667064832.0000 4756991.1191 6406954226820663667064832.0000  495664277767465816920424448.0
0.0950     6381830197967648127451136.0000  826198.4568 6381830197967648127451136.0000  493720595453659325535354880.0
0.0960     6356804692017060765499392.0000 80929259.8585 6356804692017060765499392.0000  491784535214484067964682240.0
0.0970     6331877324944726984491008.0000  778857.8542 6331877324944726984491008.0000  489856067340493334593404928.0
0.0980     6307047936930049649803264.0000 21462998.0475 6307047936930049649803264.0000  487935179467409490731597824.0
0.0990     6302688630977331552321536.0000 129078777910.2954 6302688630977202703302656.0000  487597928386757148243132416.0
0.1000     6338931555705434683736064.0000  144558.1835 6338931555705434683736064.0000  490401807183705318040272896.0
0.1010     6314074351827611654553600.0000 419838581.0637 6314074351827611654553600.0000  488478767378638049999060992.0
0.1020     6289314787630279076872192.0000   55517.3221 6289314787630279076872192.0000  486563281319078983106560000.0
0.1030     6264652066368443083915264.0000  601274.6297 6264652066368443083915264.0000  484655287366062323259146240.0
0.1040     6240086056726243485679616.0000    5115.4544 6240086056726243485679616.0000  482754775360536173850132480.0
0.1050     16960949137315226061914505216.0000 69679188541791.8984 16960949137315155693170327552.0000  1312158056195421120720581689344.0
0.1060     67625570776137725668839391232.0000 1720324.5640 67625570776137725668839391232.0000  5231749519459333037622002974720.0
0.1070     67360385989459542273781923840.0000 772014469.6089 67360385989459542273781923840.0000  5211233901412068259228324724736.0
0.1080     67096241090659887861263761408.0000 176374124.7206 67096241090659887861263761408.0000  5190798732710314627940420157440.0
0.1090     66833132000757138054300303360.0000 702448926.4570 66833132000757138054300303360.0000  5170443697789858036158438572032.0
0.1100     66571054659031641819591999488.0000   70441.4148 66571054659031641819591999488.0000  5150168482499292852786231771136.0
0.1110     66310005018398545529284853760.0000  134717.4623 66310005018398545529284853760.0000  5129972773742049929150089658368.0
0.1120     66049979059683438519641964544.0000 3600101799.4561 66049979059683438519641964544.0000  5109856260580806454319459074048.0
0.1130     65790972775984113558394765312.0000  785834.1860 65790972775984113558394765312.0000  5089818633027664846907991130112.0
0.1140     65532982123920077244782870528.0000   46055.5847 65532982123920077244782870528.0000  5069859578272635765130256187392.0
0.1150     65276003148288897956379099136.0000  976142.9450 65276003148288897956379099136.0000  5049978790327494352365500235776.0
0.1160     65020031881933022200552488960.0000 1398585.8286 65020031881933022200552488960.0000  5030175962279123881418865770496.0
0.1170     64813488796140423375235317760.0000 4664929089302.2041 64813488796140414579142295552.0000  5014197070309099810673043439616.0
0.1180     64704224474950080870144278528.0000  211393.7432 64704224474950080870144278528.0000  5005744002137980136482087632896.0
0.1190     64450495363504496312546492416.0000 39101911.0780 64450495363504496312546492416.0000  4986114634997071835748194320384.0
0.1200     64237438308674792377817235456.0000 4255532614191.0029 64237438308674792377817235456.0000  4969631799711102732376175804416.0
0.1210     64104259549683335234093842432.0000    5512.0822 64104259549683335234093842432.0000  4959328627399814577679713173504.0
